obs,survived,pclass,sex,age,sibsp,parch,fare,embarked,solo
448,0,3rd,male,47,0,0,9,Southampton,1
449,0,3rd,female,18,2,0,18,Southampton,0
450,0,3rd,male,31,3,0,18,Southampton,0
451,0,3rd,male,16,2,0,18,Southampton,0
452,0,3rd,female,31,1,0,18,Southampton,0
453,1,3rd,male,22,0,0,7.2249999,Cherbourg,1
454,0,3rd,male,20,0,0,7.85419989,Southampton,1
455,1,1st,female,35,1,0,53.0999985,Southampton,0
456,0,3rd,female,14,0,0,7.85419989,Southampton,1
457,0,3rd,male,22,0,0,7.89580011,Southampton,1
458,0,3rd,male,22,0,0,9,Southampton,1
459,0,3rd,male,32.5,0,0,9.5,Southampton,1
460,1,3rd,female,38,0,0,7.22919989,Cherbourg,1
461,0,3rd,male,51,0,0,7.75,Southampton,1
462,0,3rd,male,18,1,0,6.49580002,Southampton,0
463,0,1st,male,47,0,0,38.5,Southampton,1
464,0,3rd,male,21,1,0,6.49580002,Southampton,0
465,1,3rd,female,47,1,0,7,Southampton,0
466,0,3rd,male,28.5,0,0,16.1000004,Southampton,1
467,0,3rd,male,21,0,0,7.25,Southampton,1
468,0,3rd,male,27,0,0,8.66250038,Southampton,1
469,0,3rd,male,36,0,0,9.5,Southampton,1
470,1,1st,female,24,0,0,69.3000031,Cherbourg,1
471,1,1st,female,35,0,0,211.5,Cherbourg,1
472,0,3rd,male,27,1,0,14.4541998,Cherbourg,0
473,1,3rd,female,15,1,0,14.4541998,Cherbourg,0
474,0,3rd,male,45.5,0,0,7.2249999,Cherbourg,1
475,0,3rd,female,14.5,1,0,14.4541998,Cherbourg,0
476,0,3rd,male,26.5,0,0,7.2249999,Cherbourg,1
477,0,3rd,male,27,0,0,7.2249999,Cherbourg,1
478,0,3rd,male,29,0,0,7.875,Southampton,1
479,1,1st,female,22,0,1,59.4000015,Cherbourg,0
480,1,1st,female,45,0,1,59.4000015,Cherbourg,0
481,0,1st,male,24,0,0,79.1999969,Cherbourg,1
482,1,1st,male,49,1,0,89.1042023,Cherbourg,0
483,0,1st,male,71,0,0,34.6542015,Cherbourg,1
484,1,1st,male,53,0,0,28.5,Cherbourg,1
485,1,1st,female,19,0,0,30,Southampton,1
486,0,1st,male,38,0,1,153.462494,Southampton,0
487,1,1st,female,26,0,0,78.8499985,Southampton,1
488,1,1st,female,58,0,1,153.462494,Southampton,0
489,1,1st,male,23,0,1,63.3582993,Cherbourg,0
490,1,1st,female,45,0,1,63.3582993,Cherbourg,0
491,0,1st,male,46,0,0,79.1999969,Cherbourg,1
492,1,1st,male,25,1,0,55.4417,Cherbourg,0
493,1,1st,female,25,1,0,55.4417,Cherbourg,0
494,1,1st,male,48,1,0,76.7292023,Cherbourg,0
495,1,1st,female,49,1,0,76.7292023,Cherbourg,0
496,0,1st,male,45,1,0,83.4749985,Southampton,0
497,1,1st,male,80,0,0,30,Southampton,1
498,1,1st,female,35,1,0,83.4749985,Southampton,0
499,0,1st,male,40,0,0,0,Southampton,1
500,1,1st,male,27,0,0,76.7292023,Cherbourg,1
501,1,1st,female,24,0,0,83.1583023,Cherbourg,1
502,0,1st,male,55,1,1,93.5,Southampton,0
503,1,1st,female,52,1,1,93.5,Southampton,0
504,0,1st,male,42,0,0,42.5,Southampton,1
505,0,1st,male,55,0,0,50,Southampton,1
506,1,1st,female,16,0,1,57.9791985,Cherbourg,0
507,1,1st,female,44,0,1,57.9791985,Cherbourg,0
508,1,1st,female,51,1,0,77.9582977,Southampton,0
509,0,1st,male,42,1,0,52,Southampton,0
510,1,1st,female,35,1,0,52,Southampton,0
511,1,1st,male,35,0,0,26.5499992,Cherbourg,1
512,1,1st,male,38,1,0,90,Southampton,0
513,1,1st,female,35,1,0,90,Southampton,0
514,1,1st,female,38,0,0,80,Southampton,1
515,0,1st,male,24,0,1,247.520798,Cherbourg,0
516,0,1st,female,50,0,0,28.7124996,Cherbourg,1
517,1,1st,male,49,0,0,0,Southampton,1
518,0,1st,male,46,0,0,26,Southampton,1
519,0,1st,male,50,0,0,26,Southampton,1
520,0,1st,male,32.5,0,0,211.5,Cherbourg,1
521,0,1st,male,58,0,0,29.7000008,Cherbourg,1
522,0,1st,male,41,1,0,51.8624992,Southampton,0
523,1,1st,male,42,1,0,52.5541992,Southampton,0
524,1,1st,female,45,1,0,52.5541992,Southampton,0
525,1,1st,female,50,0,1,247.520798,Cherbourg,0
526,1,1st,female,39,0,0,211.337494,Southampton,1
527,1,1st,female,49,0,0,25.9291992,Southampton,1
528,1,1st,female,30,0,0,106.425003,Cherbourg,1
529,1,1st,male,35,0,0,512.329224,Cherbourg,1
530,0,1st,male,42,0,0,26.5499992,Southampton,1
531,1,1st,female,55,0,0,27.7208004,Cherbourg,1
532,1,1st,female,16,0,1,39.4000015,Southampton,0
533,1,1st,female,51,0,1,39.4000015,Southampton,0
534,1,1st,female,32,0,0,76.2917023,Cherbourg,1
535,0,1st,male,29,0,0,30,Southampton,1
536,1,1st,female,21,0,0,77.9582977,Southampton,1
537,0,1st,male,30,0,0,45.5,Southampton,1
538,1,1st,female,58,0,0,146.520798,Cherbourg,1
539,1,1st,female,15,0,1,211.337494,Southampton,0
540,0,1st,male,30,0,0,26,Southampton,1
541,1,1st,female,16,0,0,86.5,Southampton,1
542,0,1st,male,19,1,0,53.0999985,Southampton,0
543,1,1st,female,18,1,0,53.0999985,Southampton,0
544,1,1st,male,0.916700006,1,2,151.550003,Southampton,0
545,0,1st,male,36,0,0,75.2416992,Cherbourg,1
546,1,1st,female,24,0,0,49.5042,Cherbourg,1
547,0,1st,male,46,0,0,75.2416992,Cherbourg,1
548,0,1st,male,54,0,0,51.8624992,Southampton,1
549,1,1st,male,36,0,0,26.2875004,Southampton,1
550,0,1st,male,28,1,0,82.1707993,Cherbourg,0
551,0,1st,male,65,0,0,26.5499992,Southampton,1
552,0,1st,male,44,2,0,90,Queenstown,0
553,1,1st,female,33,1,0,90,Queenstown,0
554,1,1st,female,37,1,0,90,Queenstown,0
555,1,1st,male,37,1,1,52.5541992,Southampton,0
556,1,1st,male,30,1,0,57.75,Cherbourg,0
557,0,1st,male,55,0,0,30.5,Southampton,1
558,0,1st,male,47,0,0,42.4000015,Southampton,1
559,0,1st,male,37,0,1,29.7000008,Cherbourg,0
560,1,1st,female,31,1,0,113.275002,Cherbourg,0
561,1,1st,female,23,1,0,113.275002,Cherbourg,0
562,0,1st,male,58,0,2,113.275002,Cherbourg,0
563,1,1st,female,19,0,2,26.2833004,Southampton,0
564,0,1st,male,64,0,0,26,Southampton,1
565,1,1st,female,39,0,0,108.900002,Cherbourg,1
566,1,1st,female,47,1,1,52.5541992,Southampton,0
567,1,1st,female,22,0,1,61.9791985,Cherbourg,0
568,0,1st,male,65,0,1,61.9791985,Cherbourg,0
569,0,1st,male,28.5,0,0,27.7208004,Cherbourg,1
570,0,1st,male,45.5,0,0,28.5,Southampton,1
571,0,1st,male,23,0,0,93.5,Southampton,1
572,0,1st,male,29,1,0,66.5999985,Southampton,0
573,1,1st,female,22,1,0,66.5999985,Southampton,0
574,0,1st,male,18,1,0,108.900002,Cherbourg,0
575,1,1st,male,26,0,0,30,Cherbourg,1
576,1,1st,female,17,1,0,108.900002,Cherbourg,0
577,1,1st,female,30,0,0,93.5,Southampton,1
578,1,1st,male,52,0,0,30.5,Southampton,1
579,0,1st,male,47,0,0,52,Southampton,1
580,1,1st,female,56,0,1,83.1583023,Cherbourg,0
581,0,1st,male,38,0,0,0,Southampton,1
582,0,1st,male,22,0,0,135.633301,Cherbourg,1
583,1,1st,female,43,0,1,211.337494,Southampton,0
584,1,1st,female,42,0,0,227.524994,Cherbourg,1
585,0,1st,male,31,0,0,50.4958,Southampton,1
586,1,1st,male,45,0,0,26.5499992,Southampton,1
587,1,1st,female,33,0,0,27.7208004,Cherbourg,1
588,0,1st,male,46,0,0,79.1999969,Cherbourg,1
589,0,1st,male,36,0,0,40.125,Cherbourg,1
590,1,1st,female,33,0,0,86.5,Southampton,1
591,0,1st,male,55,1,0,59.4000015,Cherbourg,0
592,1,1st,female,54,1,0,59.4000015,Cherbourg,0
593,0,1st,male,33,0,0,26.5499992,Southampton,1
594,1,1st,female,29,0,0,221.779205,Southampton,1
595,1,1st,male,13,2,2,262.375,Cherbourg,0
596,1,1st,female,18,2,2,262.375,Cherbourg,0
597,1,1st,female,21,2,2,262.375,Cherbourg,0
598,0,1st,male,61,1,3,262.375,Cherbourg,0
599,1,1st,female,48,1,3,262.375,Cherbourg,0
600,1,1st,female,24,0,0,69.3000031,Cherbourg,1
601,1,1st,female,35,1,0,57.75,Cherbourg,0
602,1,1st,female,30,0,0,31,Cherbourg,1
603,0,1st,male,25,0,0,26,Cherbourg,1
604,1,1st,male,34,0,0,26.5499992,Southampton,1
605,1,1st,female,40,0,0,153.462494,Southampton,1
606,1,1st,male,35,0,0,26.2875004,Southampton,1
607,0,1st,male,50,1,0,55.9000015,Southampton,0
608,1,1st,female,39,1,0,55.9000015,Southampton,0
609,1,1st,male,56,0,0,35.5,Cherbourg,1
610,1,1st,male,28,0,0,35.5,Southampton,1
611,0,1st,male,56,0,0,26.5499992,Southampton,1
612,0,1st,male,56,0,0,30.6958008,Cherbourg,1
613,0,1st,male,24,1,0,60,Southampton,0
614,1,1st,male,25,1,0,91.0792007,Cherbourg,0
615,1,1st,female,18,1,0,60,Southampton,0
616,1,1st,male,24,1,0,82.2667007,Southampton,0
617,1,1st,female,23,1,0,82.2667007,Southampton,0
618,1,1st,male,6,0,2,134.5,Cherbourg,0
619,1,1st,male,45,1,1,134.5,Cherbourg,0
620,1,1st,female,40,1,1,134.5,Cherbourg,0
621,0,1st,male,57,1,0,146.520798,Cherbourg,0
622,1,1st,male,32,0,0,30.5,Cherbourg,1
623,1,1st,female,19,1,0,91.0792007,Cherbourg,0
624,0,1st,male,62,0,0,26.5499992,Southampton,1
625,1,1st,male,54,1,0,55.4417,Cherbourg,0
626,1,1st,female,43,1,0,55.4417,Cherbourg,0
627,1,1st,female,52,1,0,78.2667007,Cherbourg,0
628,1,1st,female,62,0,0,80,Southampton,1
629,0,1st,male,67,1,0,221.779205,Southampton,0
630,0,1st,female,63,1,0,221.779205,Southampton,0
631,0,1st,male,61,0,0,32.3208008,Southampton,1
632,1,1st,female,48,0,0,25.9291992,Southampton,1
633,1,1st,female,35,0,0,135.633301,Southampton,1
634,1,1st,female,18,0,2,79.6500015,Southampton,0
635,0,1st,male,52,1,1,79.6500015,Southampton,0
636,1,1st,female,39,1,1,79.6500015,Southampton,0
637,1,1st,male,48,1,0,52,Southampton,0
638,0,1st,male,49,1,1,110.883301,Cherbourg,0
639,1,1st,male,17,0,2,110.883301,Cherbourg,0
640,1,1st,female,39,1,1,110.883301,Cherbourg,0
641,1,1st,male,31,0,0,28.5375004,Cherbourg,1
642,0,1st,female,2,1,2,151.550003,Southampton,0
643,1,1st,male,28,0,0,26.5499992,Southampton,1
644,0,1st,male,40,0,0,27.7208004,Cherbourg,1
645,0,1st,male,61,0,0,33.5,Southampton,1
646,0,1st,male,47,0,0,34.0208015,Southampton,1
647,1,1st,female,35,0,0,512.329224,Cherbourg,1
648,0,1st,male,64,1,0,75.25,Cherbourg,0
649,1,1st,female,60,1,0,75.25,Cherbourg,0
650,0,1st,male,60,0,0,26.5499992,Southampton,1
651,0,1st,male,54,0,1,77.2874985,Southampton,0
652,0,1st,male,21,0,1,77.2874985,Southampton,0
653,1,1st,female,55,0,0,135.633301,Cherbourg,1
654,0,1st,male,45,0,0,35.5,Southampton,1
655,1,1st,female,31,0,2,164.866699,Southampton,0
656,0,1st,male,57,1,1,164.866699,Southampton,0
657,1,1st,female,45,1,1,164.866699,Southampton,0
658,0,1st,male,50,1,1,211.5,Cherbourg,0
659,0,1st,male,27,0,2,211.5,Cherbourg,0
660,1,1st,female,50,1,1,211.5,Cherbourg,0
661,1,1st,female,21,0,0,26.5499992,Southampton,1
662,0,1st,male,51,0,1,61.3792,Cherbourg,0
663,1,1st,male,21,0,1,61.3792,Cherbourg,0
664,1,1st,male,40,0,0,31,Cherbourg,1
665,1,1st,female,31,0,0,134.5,Cherbourg,1
666,0,1st,male,62,0,0,26.5499992,Southampton,1
667,1,1st,female,36,0,0,135.633301,Cherbourg,1
668,0,2nd,male,30,1,0,24,Cherbourg,0
669,1,2nd,female,28,1,0,24,Cherbourg,0
670,0,2nd,male,30,0,0,13,Southampton,1
671,0,2nd,male,18,0,0,11.5,Southampton,1
672,0,2nd,male,25,0,0,10.5,Southampton,1
673,0,2nd,male,34,1,0,26,Southampton,0
674,1,1st,female,30,0,0,164.866699,Southampton,1
675,1,2nd,female,36,1,0,26,Southampton,0
676,0,2nd,male,57,0,0,13,Southampton,1
677,0,2nd,male,18,0,0,11.5,Southampton,1
678,0,2nd,male,23,0,0,10.5,Southampton,1
679,1,2nd,female,36,0,0,13,Southampton,1
680,0,2nd,male,28,0,0,10.5,Southampton,1
681,0,2nd,male,51,0,0,12.5249996,Southampton,1
682,1,2nd,male,32,1,0,26,Southampton,0
683,1,2nd,female,19,1,0,26,Southampton,0
684,0,2nd,male,28,0,0,26,Southampton,1
685,1,1st,female,58,0,0,26.5499992,Southampton,1
686,1,2nd,male,1,2,1,39,Southampton,0
687,1,2nd,female,4,2,1,39,Southampton,0
688,1,2nd,female,12,2,1,39,Southampton,0
689,1,2nd,female,36,0,3,39,Southampton,0
690,1,2nd,male,34,0,0,13,Southampton,1
691,1,2nd,female,19,0,0,13,Southampton,1
692,0,2nd,male,23,0,0,13,Southampton,1
693,0,2nd,male,26,0,0,13,Southampton,1
694,0,2nd,male,42,0,0,13,Southampton,1
695,0,2nd,male,27,0,0,13,Southampton,1
696,0,1st,male,42,0,0,26.5499992,Southampton,1
697,1,2nd,female,24,0,0,13,Southampton,1
698,1,2nd,female,15,0,2,39,Southampton,0
699,0,2nd,male,60,1,1,39,Southampton,0
700,1,2nd,female,40,1,1,39,Southampton,0
701,1,2nd,female,20,1,0,26,Southampton,0
702,0,2nd,male,25,1,0,26,Southampton,0
703,1,2nd,female,36,0,0,13,Southampton,1
704,0,2nd,male,25,0,0,13,Southampton,1
705,0,2nd,male,42,0,0,13,Southampton,1
706,1,2nd,female,42,0,0,13,Southampton,1
707,1,1st,female,45,0,0,262.375,Cherbourg,1
708,1,2nd,male,0.833299994,0,2,29,Southampton,0
709,1,2nd,male,26,1,1,29,Southampton,0
710,1,2nd,female,22,1,1,29,Southampton,0
711,1,2nd,female,35,0,0,21,Southampton,1
712,0,2nd,male,19,0,0,13,Southampton,1
713,0,2nd,female,44,1,0,26,Southampton,0
714,0,2nd,male,54,1,0,26,Southampton,0
715,0,2nd,male,52,0,0,13.5,Southampton,1
716,0,2nd,male,37,1,0,26,Southampton,0
717,1,1st,female,22,0,1,55,Southampton,0
718,0,2nd,female,29,1,0,26,Southampton,0
719,1,2nd,female,25,1,1,30,Southampton,0
720,1,2nd,female,45,0,2,30,Southampton,0
721,0,2nd,male,29,1,0,26,Southampton,0
722,1,2nd,female,28,1,0,26,Southampton,0
723,0,2nd,male,29,0,0,10.5,Southampton,1
724,0,2nd,male,28,0,0,13,Southampton,1
725,1,2nd,male,24,0,0,10.5,Southampton,1
726,1,2nd,female,8,0,2,26.25,Southampton,0
727,0,2nd,male,31,1,1,26.25,Southampton,0
728,1,2nd,female,31,1,1,26.25,Southampton,0
729,1,2nd,female,22,0,0,10.5,Southampton,1
730,0,2nd,female,30,0,0,13,Southampton,1
731,0,2nd,male,21,0,0,11.5,Southampton,1
732,1,2nd,male,8,1,1,36.75,Southampton,0
733,0,2nd,male,18,0,0,73.5,Southampton,1
734,1,2nd,female,48,0,2,36.75,Southampton,0
735,1,2nd,female,28,0,0,13,Southampton,1
736,0,1st,male,41,0,0,30.5,Southampton,1
737,0,2nd,male,32,0,0,13,Southampton,1
738,0,2nd,male,17,0,0,73.5,Southampton,1
739,0,2nd,male,29,1,0,27.7208004,Cherbourg,0
740,1,2nd,female,24,1,0,27.7208004,Cherbourg,0
741,0,2nd,male,25,0,0,31.5,Southampton,1
742,0,2nd,male,18,0,0,73.5,Southampton,1
743,1,2nd,female,18,0,1,23,Southampton,0
744,1,2nd,female,34,0,1,23,Southampton,0
745,0,2nd,male,54,0,0,26,Southampton,1
746,1,2nd,male,8,0,2,32.5,Southampton,0
747,0,1st,male,30,1,2,151.550003,Southampton,0
748,0,1st,male,48,0,0,50.4958,Cherbourg,1
749,0,2nd,male,42,1,1,32.5,Southampton,0
750,1,2nd,female,34,1,1,32.5,Southampton,0
751,1,2nd,female,27,1,0,13.8583002,Cherbourg,0
752,1,2nd,female,30,1,0,13.8583002,Cherbourg,0
753,0,2nd,male,23,0,0,13,Southampton,1
754,0,2nd,male,21,0,0,13,Southampton,1
755,0,2nd,male,18,0,0,13,Southampton,1
756,0,2nd,male,40,1,0,26,Southampton,0
757,1,2nd,female,29,1,0,26,Southampton,0
758,0,2nd,male,18,0,0,10.5,Southampton,1
759,0,2nd,male,36,0,0,13,Southampton,1
760,0,2nd,female,38,0,0,13,Southampton,1
761,0,2nd,male,35,0,0,26,Southampton,1
762,0,2nd,male,38,1,0,21,Southampton,0
763,0,2nd,male,34,1,0,21,Southampton,0
764,1,2nd,female,34,0,0,13,Southampton,1
765,0,2nd,male,16,0,0,26,Southampton,1
766,0,2nd,male,26,0,0,10.5,Southampton,1
767,0,2nd,male,47,0,0,10.5,Southampton,1
768,1,1st,female,44,0,0,27.7208004,Cherbourg,1
769,0,2nd,male,21,1,0,11.5,Southampton,0
770,0,2nd,male,21,1,0,11.5,Southampton,0
771,0,2nd,male,24,0,0,13.5,Southampton,1
772,0,2nd,male,24,0,0,13,Southampton,1
773,0,2nd,male,34,0,0,13,Southampton,1
774,0,2nd,male,30,0,0,13,Southampton,1
775,0,2nd,male,52,0,0,13,Southampton,1
776,0,2nd,male,30,0,0,13,Southampton,1
777,1,2nd,male,0.666700006,1,1,14.5,Southampton,0
778,1,2nd,female,24,0,2,14.5,Southampton,0
779,1,1st,female,59,2,0,51.4791985,Southampton,0
780,0,2nd,male,44,0,0,13,Southampton,1
781,1,2nd,female,6,0,1,33,Southampton,0
782,0,2nd,male,28,0,1,33,Southampton,0
783,1,2nd,male,62,0,0,10.5,Southampton,1
784,0,2nd,male,30,0,0,10.5,Southampton,1
785,1,2nd,female,7,0,2,26.25,Southampton,0
786,0,2nd,male,43,1,1,26.25,Southampton,0
787,1,2nd,female,45,1,1,26.25,Southampton,0
788,1,2nd,female,24,1,2,65,Southampton,0
789,1,2nd,female,24,1,2,65,Southampton,0
790,1,1st,female,60,0,0,76.2917023,Cherbourg,1
791,0,2nd,male,49,1,2,65,Southampton,0
792,1,2nd,female,48,1,2,65,Southampton,0
793,1,2nd,female,55,0,0,16,Southampton,1
794,0,2nd,male,24,2,0,73.5,Southampton,0
795,0,2nd,male,32,2,0,73.5,Southampton,0
796,0,2nd,male,21,2,0,73.5,Southampton,0
797,0,2nd,female,18,1,1,13,Southampton,0
798,1,2nd,female,20,2,1,23,Southampton,0
799,0,2nd,male,23,2,1,11.5,Southampton,0
800,0,2nd,male,36,0,0,13,Southampton,1
801,1,1st,female,41,0,0,134.5,Cherbourg,1
802,1,2nd,female,54,1,3,23,Southampton,0
803,0,2nd,male,50,0,0,13,Southampton,1
804,0,2nd,male,44,1,0,26,Southampton,0
805,1,2nd,female,29,1,0,26,Southampton,0
806,0,2nd,male,21,0,0,73.5,Southampton,1
807,1,2nd,male,42,0,0,13,Southampton,1
808,0,2nd,male,63,1,0,26,Southampton,0
809,0,2nd,female,60,1,0,26,Southampton,0
810,0,2nd,male,33,0,0,12.2749996,Southampton,1
811,1,2nd,female,17,0,0,10.5,Southampton,1
812,0,1st,male,45,0,0,26.5499992,Southampton,1
813,0,2nd,male,42,1,0,27,Southampton,0
814,1,2nd,female,24,2,1,27,Southampton,0
815,0,2nd,male,47,0,0,15,Southampton,1
816,0,2nd,male,24,2,0,31.5,Southampton,0
817,0,2nd,male,22,2,0,31.5,Southampton,0
818,0,2nd,male,32,0,0,10.5,Southampton,1
819,1,2nd,female,23,0,0,13.7917004,Cherbourg,1
820,0,2nd,male,34,1,0,26,Southampton,0
821,1,2nd,female,24,1,0,26,Southampton,0
822,0,2nd,female,22,0,0,21,Southampton,1
823,0,2nd,male,35,0,0,12.3500004,Queenstown,1
824,1,2nd,female,45,0,0,13.5,Southampton,1
825,0,2nd,male,57,0,0,12.3500004,Queenstown,1
826,0,2nd,male,31,0,0,10.5,Southampton,1
827,0,2nd,female,26,1,1,26,Southampton,0
828,0,2nd,male,30,1,1,26,Southampton,0
829,1,2nd,female,1,1,2,41.5792007,Cherbourg,0
830,1,1st,male,42,0,0,26.2875004,Southampton,1
831,1,2nd,female,3,1,2,41.5792007,Cherbourg,0
832,0,2nd,male,25,1,2,41.5792007,Cherbourg,0
833,1,2nd,female,22,1,2,41.5792007,Cherbourg,0
834,1,2nd,female,17,0,0,12,Cherbourg,1
835,1,2nd,female,34,0,0,10.5,Southampton,1
836,0,2nd,male,36,0,0,12.875,Cherbourg,1
837,0,2nd,male,24,0,0,10.5,Southampton,1
838,0,2nd,male,61,0,0,12.3500004,Queenstown,1
839,0,2nd,male,50,1,0,26,Southampton,0
840,1,1st,female,53,0,0,27.4458008,Cherbourg,1
841,1,2nd,female,42,1,0,26,Southampton,0
842,0,2nd,female,57,0,0,10.5,Southampton,1
843,1,2nd,male,1,0,2,37.0042,Cherbourg,0
844,0,2nd,male,31,1,1,37.0042,Cherbourg,0
845,1,2nd,female,24,1,1,37.0042,Cherbourg,0
846,0,2nd,male,30,0,0,13,Southampton,1
847,0,2nd,male,40,0,0,16,Southampton,1
848,0,2nd,male,32,0,0,13.5,Southampton,1
849,0,1st,female,25,1,2,151.550003,Southampton,0
850,1,1st,male,36,0,1,512.329224,Cherbourg,0
851,0,2nd,male,30,0,0,13,Southampton,1
852,0,2nd,male,46,0,0,26,Southampton,1
853,1,2nd,female,13,0,1,19.5,Southampton,0
854,1,2nd,female,41,0,1,19.5,Southampton,0
855,1,2nd,male,19,0,0,10.5,Southampton,1
856,0,2nd,male,39,0,0,13,Southampton,1
857,0,2nd,male,48,0,0,13,Southampton,1
858,0,2nd,male,70,0,0,10.5,Southampton,1
859,0,2nd,male,27,0,0,13,Southampton,1
860,0,2nd,male,54,0,0,14,Southampton,1
861,1,1st,female,58,0,1,512.329224,Cherbourg,0
862,0,2nd,male,39,0,0,26,Southampton,1
863,0,2nd,male,16,0,0,10.5,Southampton,1
864,0,2nd,male,62,0,0,9.6875,Queenstown,1
865,0,2nd,male,32.5,1,0,30.0708008,Cherbourg,0
866,1,2nd,female,14,1,0,30.0708008,Cherbourg,0
867,1,2nd,male,2,1,1,26,Southampton,0
868,1,2nd,male,3,1,1,26,Southampton,0
869,0,2nd,male,36.5,0,2,26,Southampton,0
870,0,2nd,male,26,0,0,13,Southampton,1
871,0,2nd,male,19,1,1,36.75,Southampton,0
872,0,1st,male,33,0,0,5,Southampton,1
873,0,2nd,male,28,0,0,13.5,Southampton,1
874,1,2nd,male,20,0,0,13.8625002,Cherbourg,1
875,1,2nd,female,29,0,0,10.5,Southampton,1
876,0,2nd,male,39,0,0,13,Southampton,1
877,1,2nd,male,22,0,0,10.5,Southampton,1
878,0,2nd,male,23,0,0,10.5,Southampton,1
879,1,2nd,male,29,0,0,13.8583002,Cherbourg,1
880,0,2nd,male,28,0,0,10.5,Southampton,1
881,0,1st,male,28,0,0,47.0999985,Southampton,1
882,1,2nd,female,50,0,1,26,Southampton,0
883,0,2nd,male,19,0,0,10.5,Southampton,1
884,0,2nd,male,41,0,0,13,Southampton,1
885,1,2nd,female,21,0,1,21,Southampton,0
886,1,2nd,female,19,0,0,26,Southampton,1
887,0,2nd,male,43,0,1,21,Southampton,0
888,1,2nd,female,32,0,0,13,Southampton,1
889,0,2nd,male,34,0,0,13,Southampton,1
890,1,2nd,male,30,0,0,12.7375002,Cherbourg,1
891,0,1st,male,17,0,0,47.0999985,Southampton,1
892,0,2nd,male,27,0,0,15.0333004,Cherbourg,1
893,1,2nd,female,2,1,1,26,Southampton,0
894,1,2nd,female,8,1,1,26,Southampton,0
895,1,2nd,female,33,0,2,26,Southampton,0
896,0,2nd,male,36,0,0,10.5,Southampton,1
897,0,2nd,male,34,1,0,21,Southampton,0
898,1,2nd,female,30,3,0,21,Southampton,0
899,1,2nd,female,28,0,0,13,Southampton,1
900,0,2nd,male,23,0,0,15.0458002,Cherbourg,1
901,1,2nd,male,0.833299994,1,1,18.75,Southampton,0
902,1,1st,male,11,1,2,120,Southampton,0
903,1,2nd,male,3,1,1,18.75,Southampton,0
904,1,2nd,female,24,2,3,18.75,Southampton,0
905,1,2nd,female,50,0,0,10.5,Southampton,1
906,0,2nd,male,19,0,0,10.5,Southampton,1
907,1,2nd,female,21,0,0,10.5,Southampton,1
908,0,2nd,male,26,0,0,13,Southampton,1
909,0,2nd,male,25,0,0,13,Southampton,1
910,0,2nd,male,27,0,0,26,Southampton,1
911,1,2nd,female,25,0,1,26,Southampton,0
912,1,2nd,female,18,0,2,13,Southampton,0
913,1,1st,female,14,1,2,120,Southampton,0
914,1,2nd,female,20,0,0,36.75,Southampton,1
915,1,2nd,female,30,0,0,13,Southampton,1
916,0,2nd,male,59,0,0,13.5,Southampton,1
917,1,2nd,female,30,0,0,12.3500004,Queenstown,1
918,0,2nd,male,35,0,0,10.5,Southampton,1
919,1,2nd,female,40,0,0,13,Southampton,1
920,0,2nd,male,25,0,0,13,Southampton,1
921,0,2nd,male,41,0,0,15.0458002,Cherbourg,1
922,0,2nd,male,25,0,0,10.5,Southampton,1
923,0,2nd,male,18.5,0,0,13,Southampton,1
924,1,1st,male,36,1,2,120,Southampton,0
925,0,2nd,male,14,0,0,65,Southampton,1
926,1,2nd,female,50,0,0,10.5,Southampton,1
927,0,2nd,male,23,0,0,13,Southampton,1
928,1,2nd,female,28,0,0,12.6499996,Southampton,1
929,1,2nd,female,27,0,0,10.5,Southampton,1
930,0,2nd,male,29,1,0,21,Southampton,0
931,0,2nd,female,27,1,0,21,Southampton,0
932,0,2nd,male,40,0,0,13,Southampton,1
933,1,2nd,female,31,0,0,21,Southampton,1
934,0,2nd,male,30,1,0,21,Southampton,0
935,1,1st,female,36,1,2,120,Southampton,0
936,0,2nd,male,23,1,0,10.5,Southampton,0
937,1,2nd,female,31,0,0,21,Southampton,1
938,1,2nd,female,12,0,0,15.75,Southampton,1
939,1,2nd,female,40,0,0,15.75,Southampton,1
940,1,2nd,female,32.5,0,0,13,Southampton,1
941,0,2nd,male,27,1,0,26,Southampton,0
942,1,2nd,female,29,1,0,26,Southampton,0
943,1,2nd,male,2,1,1,23,Southampton,0
944,1,2nd,female,4,1,1,23,Southampton,0
945,0,1st,male,49,0,0,26,Southampton,1
946,1,2nd,female,29,0,2,23,Southampton,0
947,1,2nd,female,0.916700006,1,2,27.75,Southampton,0
948,1,2nd,female,5,1,2,27.75,Southampton,0
949,0,2nd,male,36,1,2,27.75,Southampton,0
950,1,2nd,female,33,1,2,27.75,Southampton,0
951,0,2nd,male,66,0,0,10.5,Southampton,1
952,1,2nd,male,31,0,0,13,Southampton,1
953,1,2nd,female,26,0,0,13.5,Southampton,1
954,1,1st,male,48,0,0,26.5499992,Southampton,1
955,0,2nd,female,24,0,0,13,Southampton,1
956,0,3rd,male,42,0,0,7.55000019,Southampton,1
957,0,3rd,male,13,0,2,20.25,Southampton,0
958,0,3rd,male,16,1,1,20.25,Southampton,0
959,1,3rd,female,35,1,1,20.25,Southampton,0
960,1,3rd,female,16,0,0,7.6500001,Southampton,1
961,1,3rd,male,25,0,0,7.6500001,Southampton,1
962,1,3rd,male,20,0,0,7.92500019,Southampton,1
