word,sentiment,lexicon,score
hoard,negative,bing,NA
hoax,negative,bing,NA
hobble,negative,bing,NA
hogs,negative,bing,NA
hollow,negative,bing,NA
holy,positive,bing,NA
homage,positive,bing,NA
honest,positive,bing,NA
honesty,positive,bing,NA
honor,positive,bing,NA
honorable,positive,bing,NA
honored,positive,bing,NA
honoring,positive,bing,NA
hoodium,negative,bing,NA
hoodwink,negative,bing,NA
hooligan,negative,bing,NA
hooray,positive,bing,NA
hopeful,positive,bing,NA
hopeless,negative,bing,NA
hopelessly,negative,bing,NA
hopelessness,negative,bing,NA
horde,negative,bing,NA
horrendous,negative,bing,NA
horrendously,negative,bing,NA
horrible,negative,bing,NA
horrid,negative,bing,NA
horrific,negative,bing,NA
horrified,negative,bing,NA
horrifies,negative,bing,NA
horrify,negative,bing,NA
horrifying,negative,bing,NA
horrifys,negative,bing,NA
hospitable,positive,bing,NA
hostage,negative,bing,NA
hostile,negative,bing,NA
hostilities,negative,bing,NA
hostility,negative,bing,NA
hot,positive,bing,NA
hotbeds,negative,bing,NA
hotcake,positive,bing,NA
hotcakes,positive,bing,NA
hothead,negative,bing,NA
hotheaded,negative,bing,NA
hothouse,negative,bing,NA
hottest,positive,bing,NA
hubris,negative,bing,NA
huckster,negative,bing,NA
hug,positive,bing,NA
hum,negative,bing,NA
humane,positive,bing,NA
humble,positive,bing,NA
humid,negative,bing,NA
humiliate,negative,bing,NA
humiliating,negative,bing,NA
humiliation,negative,bing,NA
humility,positive,bing,NA
humming,negative,bing,NA
humor,positive,bing,NA
humorous,positive,bing,NA
humorously,positive,bing,NA
humour,positive,bing,NA
humourous,positive,bing,NA
hung,negative,bing,NA
hurt,negative,bing,NA
hurted,negative,bing,NA
hurtful,negative,bing,NA
hurting,negative,bing,NA
hurts,negative,bing,NA
hustler,negative,bing,NA
hype,negative,bing,NA
hypocricy,negative,bing,NA
hypocrisy,negative,bing,NA
hypocrite,negative,bing,NA
hypocrites,negative,bing,NA
hypocritical,negative,bing,NA
hypocritically,negative,bing,NA
hysteria,negative,bing,NA
hysteric,negative,bing,NA
hysterical,negative,bing,NA
hysterically,negative,bing,NA
hysterics,negative,bing,NA
ideal,positive,bing,NA
idealize,positive,bing,NA
ideally,positive,bing,NA
idiocies,negative,bing,NA
idiocy,negative,bing,NA
idiot,negative,bing,NA
idiotic,negative,bing,NA
idiotically,negative,bing,NA
idiots,negative,bing,NA
idle,negative,bing,NA
idol,positive,bing,NA
idolize,positive,bing,NA
idolized,positive,bing,NA
idyllic,positive,bing,NA
ignoble,negative,bing,NA
ignominious,negative,bing,NA
ignominiously,negative,bing,NA
ignominy,negative,bing,NA
ignorance,negative,bing,NA
ignorant,negative,bing,NA
ignore,negative,bing,NA
ill-advised,negative,bing,NA
ill-conceived,negative,bing,NA
ill-defined,negative,bing,NA
ill-designed,negative,bing,NA
ill-fated,negative,bing,NA
ill-favored,negative,bing,NA
ill-formed,negative,bing,NA
ill-mannered,negative,bing,NA
ill-natured,negative,bing,NA
ill-sorted,negative,bing,NA
ill-tempered,negative,bing,NA
ill-treated,negative,bing,NA
ill-treatment,negative,bing,NA
ill-usage,negative,bing,NA
ill-used,negative,bing,NA
illegal,negative,bing,NA
illegally,negative,bing,NA
illegitimate,negative,bing,NA
illicit,negative,bing,NA
illiterate,negative,bing,NA
illness,negative,bing,NA
illogic,negative,bing,NA
illogical,negative,bing,NA
illogically,negative,bing,NA
illuminate,positive,bing,NA
illuminati,positive,bing,NA
illuminating,positive,bing,NA
illumine,positive,bing,NA
illusion,negative,bing,NA
illusions,negative,bing,NA
illusory,negative,bing,NA
illustrious,positive,bing,NA
ilu,positive,bing,NA
imaculate,positive,bing,NA
imaginary,negative,bing,NA
imaginative,positive,bing,NA
imbalance,negative,bing,NA
imbecile,negative,bing,NA
imbroglio,negative,bing,NA
immaculate,positive,bing,NA
immaculately,positive,bing,NA
immaterial,negative,bing,NA
immature,negative,bing,NA
immense,positive,bing,NA
imminence,negative,bing,NA
imminently,negative,bing,NA
immobilized,negative,bing,NA
immoderate,negative,bing,NA
immoderately,negative,bing,NA
immodest,negative,bing,NA
immoral,negative,bing,NA
immorality,negative,bing,NA
immorally,negative,bing,NA
immovable,negative,bing,NA
impair,negative,bing,NA
impaired,negative,bing,NA
impartial,positive,bing,NA
impartiality,positive,bing,NA
impartially,positive,bing,NA
impasse,negative,bing,NA
impassioned,positive,bing,NA
impatience,negative,bing,NA
impatient,negative,bing,NA
impatiently,negative,bing,NA
impeach,negative,bing,NA
impeccable,positive,bing,NA
impeccably,positive,bing,NA
impedance,negative,bing,NA
impede,negative,bing,NA
impediment,negative,bing,NA
impending,negative,bing,NA
impenitent,negative,bing,NA
imperfect,negative,bing,NA
imperfection,negative,bing,NA
imperfections,negative,bing,NA
imperfectly,negative,bing,NA
imperialist,negative,bing,NA
imperil,negative,bing,NA
imperious,negative,bing,NA
imperiously,negative,bing,NA
impermissible,negative,bing,NA
impersonal,negative,bing,NA
impertinent,negative,bing,NA
impetuous,negative,bing,NA
impetuously,negative,bing,NA
impiety,negative,bing,NA
impinge,negative,bing,NA
impious,negative,bing,NA
implacable,negative,bing,NA
implausible,negative,bing,NA
implausibly,negative,bing,NA
implicate,negative,bing,NA
implication,negative,bing,NA
implode,negative,bing,NA
impolite,negative,bing,NA
impolitely,negative,bing,NA
impolitic,negative,bing,NA
important,positive,bing,NA
importunate,negative,bing,NA
importune,negative,bing,NA
impose,negative,bing,NA
imposers,negative,bing,NA
imposing,negative,bing,NA
imposition,negative,bing,NA
impossible,negative,bing,NA
impossiblity,negative,bing,NA
impossibly,negative,bing,NA
impotent,negative,bing,NA
impoverish,negative,bing,NA
impoverished,negative,bing,NA
impractical,negative,bing,NA
imprecate,negative,bing,NA
imprecise,negative,bing,NA
imprecisely,negative,bing,NA
imprecision,negative,bing,NA
impress,positive,bing,NA
impressed,positive,bing,NA
impresses,positive,bing,NA
impressive,positive,bing,NA
impressively,positive,bing,NA
impressiveness,positive,bing,NA
imprison,negative,bing,NA
imprisonment,negative,bing,NA
improbability,negative,bing,NA
improbable,negative,bing,NA
improbably,negative,bing,NA
improper,negative,bing,NA
improperly,negative,bing,NA
impropriety,negative,bing,NA
improve,positive,bing,NA
improved,positive,bing,NA
improvement,positive,bing,NA
improvements,positive,bing,NA
improves,positive,bing,NA
improving,positive,bing,NA
imprudence,negative,bing,NA
imprudent,negative,bing,NA
impudence,negative,bing,NA
impudent,negative,bing,NA
impudently,negative,bing,NA
impugn,negative,bing,NA
impulsive,negative,bing,NA
impulsively,negative,bing,NA
impunity,negative,bing,NA
impure,negative,bing,NA
impurity,negative,bing,NA
inability,negative,bing,NA
inaccuracies,negative,bing,NA
inaccuracy,negative,bing,NA
inaccurate,negative,bing,NA
inaccurately,negative,bing,NA
inaction,negative,bing,NA
inactive,negative,bing,NA
inadequacy,negative,bing,NA
inadequate,negative,bing,NA
inadequately,negative,bing,NA
inadverent,negative,bing,NA
inadverently,negative,bing,NA
inadvisable,negative,bing,NA
inadvisably,negative,bing,NA
inane,negative,bing,NA
inanely,negative,bing,NA
inappropriate,negative,bing,NA
inappropriately,negative,bing,NA
inapt,negative,bing,NA
inaptitude,negative,bing,NA
inarticulate,negative,bing,NA
inattentive,negative,bing,NA
inaudible,negative,bing,NA
incapable,negative,bing,NA
incapably,negative,bing,NA
incautious,negative,bing,NA
incendiary,negative,bing,NA
incense,negative,bing,NA
incessant,negative,bing,NA
incessantly,negative,bing,NA
incite,negative,bing,NA
incitement,negative,bing,NA
incivility,negative,bing,NA
inclement,negative,bing,NA
incognizant,negative,bing,NA
incoherence,negative,bing,NA
incoherent,negative,bing,NA
incoherently,negative,bing,NA
incommensurate,negative,bing,NA
incomparable,negative,bing,NA
incomparably,negative,bing,NA
incompatability,negative,bing,NA
incompatibility,negative,bing,NA
incompatible,negative,bing,NA
incompetence,negative,bing,NA
incompetent,negative,bing,NA
incompetently,negative,bing,NA
incomplete,negative,bing,NA
incompliant,negative,bing,NA
incomprehensible,negative,bing,NA
incomprehension,negative,bing,NA
inconceivable,negative,bing,NA
inconceivably,negative,bing,NA
incongruous,negative,bing,NA
incongruously,negative,bing,NA
inconsequent,negative,bing,NA
inconsequential,negative,bing,NA
inconsequentially,negative,bing,NA
inconsequently,negative,bing,NA
inconsiderate,negative,bing,NA
inconsiderately,negative,bing,NA
inconsistence,negative,bing,NA
inconsistencies,negative,bing,NA
inconsistency,negative,bing,NA
inconsistent,negative,bing,NA
inconsolable,negative,bing,NA
inconsolably,negative,bing,NA
inconstant,negative,bing,NA
inconvenience,negative,bing,NA
inconveniently,negative,bing,NA
incorrect,negative,bing,NA
incorrectly,negative,bing,NA
incorrigible,negative,bing,NA
incorrigibly,negative,bing,NA
incredible,positive,bing,NA
incredibly,positive,bing,NA
incredulous,negative,bing,NA
incredulously,negative,bing,NA
inculcate,negative,bing,NA
indebted,positive,bing,NA
indecency,negative,bing,NA
indecent,negative,bing,NA
indecently,negative,bing,NA
indecision,negative,bing,NA
indecisive,negative,bing,NA
indecisively,negative,bing,NA
indecorum,negative,bing,NA
indefensible,negative,bing,NA
indelicate,negative,bing,NA
indeterminable,negative,bing,NA
indeterminably,negative,bing,NA
indeterminate,negative,bing,NA
indifference,negative,bing,NA
indifferent,negative,bing,NA
indigent,negative,bing,NA
indignant,negative,bing,NA
indignantly,negative,bing,NA
indignation,negative,bing,NA
indignity,negative,bing,NA
indiscernible,negative,bing,NA
indiscreet,negative,bing,NA
indiscreetly,negative,bing,NA
indiscretion,negative,bing,NA
indiscriminate,negative,bing,NA
indiscriminately,negative,bing,NA
indiscriminating,negative,bing,NA
indistinguishable,negative,bing,NA
individualized,positive,bing,NA
indoctrinate,negative,bing,NA
indoctrination,negative,bing,NA
indolent,negative,bing,NA
indulge,negative,bing,NA
indulgence,positive,bing,NA
indulgent,positive,bing,NA
industrious,positive,bing,NA
ineffective,negative,bing,NA
ineffectively,negative,bing,NA
ineffectiveness,negative,bing,NA
ineffectual,negative,bing,NA
ineffectually,negative,bing,NA
ineffectualness,negative,bing,NA
inefficacious,negative,bing,NA
inefficacy,negative,bing,NA
inefficiency,negative,bing,NA
inefficient,negative,bing,NA
inefficiently,negative,bing,NA
inelegance,negative,bing,NA
inelegant,negative,bing,NA
ineligible,negative,bing,NA
ineloquent,negative,bing,NA
ineloquently,negative,bing,NA
inept,negative,bing,NA
ineptitude,negative,bing,NA
ineptly,negative,bing,NA
inequalities,negative,bing,NA
inequality,negative,bing,NA
inequitable,negative,bing,NA
inequitably,negative,bing,NA
inequities,negative,bing,NA
inescapable,negative,bing,NA
inescapably,negative,bing,NA
inessential,negative,bing,NA
inestimable,positive,bing,NA
inestimably,positive,bing,NA
inevitable,negative,bing,NA
inevitably,negative,bing,NA
inexcusable,negative,bing,NA
inexcusably,negative,bing,NA
inexorable,negative,bing,NA
inexorably,negative,bing,NA
inexpensive,positive,bing,NA
inexperience,negative,bing,NA
inexperienced,negative,bing,NA
inexpert,negative,bing,NA
inexpertly,negative,bing,NA
inexpiable,negative,bing,NA
inexplainable,negative,bing,NA
inextricable,negative,bing,NA
inextricably,negative,bing,NA
infallibility,positive,bing,NA
infallible,positive,bing,NA
infallibly,positive,bing,NA
infamous,negative,bing,NA
infamously,negative,bing,NA
infamy,negative,bing,NA
infected,negative,bing,NA
infection,negative,bing,NA
infections,negative,bing,NA
inferior,negative,bing,NA
inferiority,negative,bing,NA
infernal,negative,bing,NA
infest,negative,bing,NA
infested,negative,bing,NA
infidel,negative,bing,NA
infidels,negative,bing,NA
infiltrator,negative,bing,NA
infiltrators,negative,bing,NA
infirm,negative,bing,NA
inflame,negative,bing,NA
inflammation,negative,bing,NA
inflammatory,negative,bing,NA
inflammed,negative,bing,NA
inflated,negative,bing,NA
inflationary,negative,bing,NA
inflexible,negative,bing,NA
inflict,negative,bing,NA
influential,positive,bing,NA
infraction,negative,bing,NA
infringe,negative,bing,NA
infringement,negative,bing,NA
infringements,negative,bing,NA
infuriate,negative,bing,NA
infuriated,negative,bing,NA
infuriating,negative,bing,NA
infuriatingly,negative,bing,NA
ingenious,positive,bing,NA
ingeniously,positive,bing,NA
ingenuity,positive,bing,NA
ingenuous,positive,bing,NA
ingenuously,positive,bing,NA
inglorious,negative,bing,NA
ingrate,negative,bing,NA
ingratitude,negative,bing,NA
inhibit,negative,bing,NA
inhibition,negative,bing,NA
inhospitable,negative,bing,NA
inhospitality,negative,bing,NA
inhuman,negative,bing,NA
inhumane,negative,bing,NA
inhumanity,negative,bing,NA
inimical,negative,bing,NA
inimically,negative,bing,NA
iniquitous,negative,bing,NA
iniquity,negative,bing,NA
injudicious,negative,bing,NA
injure,negative,bing,NA
injurious,negative,bing,NA
injury,negative,bing,NA
injustice,negative,bing,NA
injustices,negative,bing,NA
innocuous,positive,bing,NA
innovation,positive,bing,NA
innovative,positive,bing,NA
innuendo,negative,bing,NA
inoperable,negative,bing,NA
inopportune,negative,bing,NA
inordinate,negative,bing,NA
inordinately,negative,bing,NA
inpressed,positive,bing,NA
insane,negative,bing,NA
insanely,negative,bing,NA
insanity,negative,bing,NA
insatiable,negative,bing,NA
insecure,negative,bing,NA
insecurity,negative,bing,NA
insensible,negative,bing,NA
insensitive,negative,bing,NA
insensitively,negative,bing,NA
insensitivity,negative,bing,NA
insidious,negative,bing,NA
insidiously,negative,bing,NA
insightful,positive,bing,NA
insightfully,positive,bing,NA
insignificance,negative,bing,NA
insignificant,negative,bing,NA
insignificantly,negative,bing,NA
insincere,negative,bing,NA
insincerely,negative,bing,NA
insincerity,negative,bing,NA
insinuate,negative,bing,NA
insinuating,negative,bing,NA
insinuation,negative,bing,NA
insociable,negative,bing,NA
insolence,negative,bing,NA
insolent,negative,bing,NA
insolently,negative,bing,NA
insolvent,negative,bing,NA
insouciance,negative,bing,NA
inspiration,positive,bing,NA
inspirational,positive,bing,NA
inspire,positive,bing,NA
inspiring,positive,bing,NA
instability,negative,bing,NA
instable,negative,bing,NA
instantly,positive,bing,NA
instigate,negative,bing,NA
instigator,negative,bing,NA
instigators,negative,bing,NA
instructive,positive,bing,NA
instrumental,positive,bing,NA
insubordinate,negative,bing,NA
insubstantial,negative,bing,NA
insubstantially,negative,bing,NA
insufferable,negative,bing,NA
insufferably,negative,bing,NA
insufficiency,negative,bing,NA
insufficient,negative,bing,NA
insufficiently,negative,bing,NA
insular,negative,bing,NA
insult,negative,bing,NA
insulted,negative,bing,NA
insulting,negative,bing,NA
insultingly,negative,bing,NA
insults,negative,bing,NA
insupportable,negative,bing,NA
insupportably,negative,bing,NA
insurmountable,negative,bing,NA
insurmountably,negative,bing,NA
insurrection,negative,bing,NA
intefere,negative,bing,NA
inteferes,negative,bing,NA
integral,positive,bing,NA
integrated,positive,bing,NA
intelligence,positive,bing,NA
intelligent,positive,bing,NA
intelligible,positive,bing,NA
intense,negative,bing,NA
interesting,positive,bing,NA
interests,positive,bing,NA
interfere,negative,bing,NA
interference,negative,bing,NA
interferes,negative,bing,NA
intermittent,negative,bing,NA
interrupt,negative,bing,NA
interruption,negative,bing,NA
interruptions,negative,bing,NA
intimacy,positive,bing,NA
intimate,positive,bing,NA
intimidate,negative,bing,NA
intimidating,negative,bing,NA
intimidatingly,negative,bing,NA
intimidation,negative,bing,NA
intolerable,negative,bing,NA
intolerablely,negative,bing,NA
intolerance,negative,bing,NA
intoxicate,negative,bing,NA
intractable,negative,bing,NA
intransigence,negative,bing,NA
intransigent,negative,bing,NA
intricate,positive,bing,NA
intrigue,positive,bing,NA
intriguing,positive,bing,NA
intriguingly,positive,bing,NA
intrude,negative,bing,NA
intrusion,negative,bing,NA
intrusive,negative,bing,NA
intuitive,positive,bing,NA
inundate,negative,bing,NA
inundated,negative,bing,NA
invader,negative,bing,NA
invalid,negative,bing,NA
invalidate,negative,bing,NA
invalidity,negative,bing,NA
invaluable,positive,bing,NA
invaluablely,positive,bing,NA
invasive,negative,bing,NA
invective,negative,bing,NA
inveigle,negative,bing,NA
inventive,positive,bing,NA
invidious,negative,bing,NA
invidiously,negative,bing,NA
invidiousness,negative,bing,NA
invigorate,positive,bing,NA
invigorating,positive,bing,NA
invincibility,positive,bing,NA
invincible,positive,bing,NA
inviolable,positive,bing,NA
inviolate,positive,bing,NA
invisible,negative,bing,NA
involuntarily,negative,bing,NA
involuntary,negative,bing,NA
invulnerable,positive,bing,NA
irascible,negative,bing,NA
irate,negative,bing,NA
irately,negative,bing,NA
ire,negative,bing,NA
irk,negative,bing,NA
irked,negative,bing,NA
irking,negative,bing,NA
irks,negative,bing,NA
irksome,negative,bing,NA
irksomely,negative,bing,NA
irksomeness,negative,bing,NA
irksomenesses,negative,bing,NA
ironic,negative,bing,NA
ironical,negative,bing,NA
ironically,negative,bing,NA
ironies,negative,bing,NA
irony,negative,bing,NA
irragularity,negative,bing,NA
irrational,negative,bing,NA
irrationalities,negative,bing,NA
irrationality,negative,bing,NA
irrationally,negative,bing,NA
irrationals,negative,bing,NA
irreconcilable,negative,bing,NA
irrecoverable,negative,bing,NA
irrecoverableness,negative,bing,NA
irrecoverablenesses,negative,bing,NA
irrecoverably,negative,bing,NA
irredeemable,negative,bing,NA
irredeemably,negative,bing,NA
irreformable,negative,bing,NA
irregular,negative,bing,NA
irregularity,negative,bing,NA
irrelevance,negative,bing,NA
irrelevant,negative,bing,NA
irreparable,negative,bing,NA
irreplaceable,positive,bing,NA
irreplacible,negative,bing,NA
irrepressible,negative,bing,NA
irreproachable,positive,bing,NA
irresistible,positive,bing,NA
irresistibly,positive,bing,NA
irresolute,negative,bing,NA
irresolvable,negative,bing,NA
irresponsible,negative,bing,NA
irresponsibly,negative,bing,NA
irretating,negative,bing,NA
irretrievable,negative,bing,NA
irreversible,negative,bing,NA
irritable,negative,bing,NA
irritably,negative,bing,NA
irritant,negative,bing,NA
irritate,negative,bing,NA
irritated,negative,bing,NA
irritating,negative,bing,NA
irritation,negative,bing,NA
irritations,negative,bing,NA
isolate,negative,bing,NA
isolated,negative,bing,NA
isolation,negative,bing,NA
issue,negative,bing,NA
issue-free,positive,bing,NA
issues,negative,bing,NA
itch,negative,bing,NA
itching,negative,bing,NA
itchy,negative,bing,NA
jabber,negative,bing,NA
jaded,negative,bing,NA
jagged,negative,bing,NA
jam,negative,bing,NA
jarring,negative,bing,NA
jaundiced,negative,bing,NA
jaw-droping,positive,bing,NA
jaw-dropping,positive,bing,NA
jealous,negative,bing,NA
jealously,negative,bing,NA
jealousness,negative,bing,NA
jealousy,negative,bing,NA
jeer,negative,bing,NA
jeering,negative,bing,NA
jeeringly,negative,bing,NA
jeers,negative,bing,NA
jeopardize,negative,bing,NA
jeopardy,negative,bing,NA
jerk,negative,bing,NA
jerky,negative,bing,NA
jitter,negative,bing,NA
jitters,negative,bing,NA
jittery,negative,bing,NA
job-killing,negative,bing,NA
jobless,negative,bing,NA
joke,negative,bing,NA
joker,negative,bing,NA
jollify,positive,bing,NA
jolly,positive,bing,NA
jolt,negative,bing,NA
jovial,positive,bing,NA
joy,positive,bing,NA
joyful,positive,bing,NA
joyfully,positive,bing,NA
joyous,positive,bing,NA
joyously,positive,bing,NA
jubilant,positive,bing,NA
jubilantly,positive,bing,NA
jubilate,positive,bing,NA
jubilation,positive,bing,NA
jubiliant,positive,bing,NA
judder,negative,bing,NA
juddering,negative,bing,NA
judders,negative,bing,NA
judicious,positive,bing,NA
jumpy,negative,bing,NA
junk,negative,bing,NA
junky,negative,bing,NA
junkyard,negative,bing,NA
justly,positive,bing,NA
jutter,negative,bing,NA
jutters,negative,bing,NA
kaput,negative,bing,NA
keen,positive,bing,NA
keenly,positive,bing,NA
keenness,positive,bing,NA
kid-friendly,positive,bing,NA
kill,negative,bing,NA
killed,negative,bing,NA
killer,negative,bing,NA
killing,negative,bing,NA
killjoy,negative,bing,NA
kills,negative,bing,NA
kindliness,positive,bing,NA
kindly,positive,bing,NA
kindness,positive,bing,NA
knave,negative,bing,NA
knife,negative,bing,NA
knock,negative,bing,NA
knotted,negative,bing,NA
knowledgeable,positive,bing,NA
kook,negative,bing,NA
kooky,negative,bing,NA
kudos,positive,bing,NA
lack,negative,bing,NA
lackadaisical,negative,bing,NA
lacked,negative,bing,NA
lackey,negative,bing,NA
lackeys,negative,bing,NA
lacking,negative,bing,NA
lackluster,negative,bing,NA
lacks,negative,bing,NA
laconic,negative,bing,NA
lag,negative,bing,NA
lagged,negative,bing,NA
lagging,negative,bing,NA
laggy,negative,bing,NA
lags,negative,bing,NA
laid-off,negative,bing,NA
lambast,negative,bing,NA
lambaste,negative,bing,NA
lame,negative,bing,NA
lame-duck,negative,bing,NA
lament,negative,bing,NA
lamentable,negative,bing,NA
lamentably,negative,bing,NA
languid,negative,bing,NA
languish,negative,bing,NA
languor,negative,bing,NA
languorous,negative,bing,NA
languorously,negative,bing,NA
lanky,negative,bing,NA
lapse,negative,bing,NA
lapsed,negative,bing,NA
lapses,negative,bing,NA
large-capacity,positive,bing,NA
lascivious,negative,bing,NA
last-ditch,negative,bing,NA
latency,negative,bing,NA
laud,positive,bing,NA
laudable,positive,bing,NA
laudably,positive,bing,NA
laughable,negative,bing,NA
laughably,negative,bing,NA
laughingstock,negative,bing,NA
lavish,positive,bing,NA
lavishly,positive,bing,NA
law-abiding,positive,bing,NA
lawbreaker,negative,bing,NA
lawbreaking,negative,bing,NA
lawful,positive,bing,NA
lawfully,positive,bing,NA
lawless,negative,bing,NA
lawlessness,negative,bing,NA
layoff,negative,bing,NA
layoff-happy,negative,bing,NA
lazy,negative,bing,NA
lead,positive,bing,NA
leading,positive,bing,NA
leads,positive,bing,NA
leak,negative,bing,NA
leakage,negative,bing,NA
leakages,negative,bing,NA
leaking,negative,bing,NA
leaks,negative,bing,NA
leaky,negative,bing,NA
lean,positive,bing,NA
lech,negative,bing,NA
lecher,negative,bing,NA
lecherous,negative,bing,NA
lechery,negative,bing,NA
led,positive,bing,NA
leech,negative,bing,NA
leer,negative,bing,NA
leery,negative,bing,NA
left-leaning,negative,bing,NA
legendary,positive,bing,NA
lemon,negative,bing,NA
lengthy,negative,bing,NA
less-developed,negative,bing,NA
lesser-known,negative,bing,NA
letch,negative,bing,NA
lethal,negative,bing,NA
lethargic,negative,bing,NA
lethargy,negative,bing,NA
leverage,positive,bing,NA
levity,positive,bing,NA
lewd,negative,bing,NA
lewdly,negative,bing,NA
lewdness,negative,bing,NA
liability,negative,bing,NA
liable,negative,bing,NA
liar,negative,bing,NA
liars,negative,bing,NA
liberate,positive,bing,NA
liberation,positive,bing,NA
liberty,positive,bing,NA
licentious,negative,bing,NA
licentiously,negative,bing,NA
licentiousness,negative,bing,NA
lie,negative,bing,NA
lied,negative,bing,NA
lier,negative,bing,NA
lies,negative,bing,NA
life-threatening,negative,bing,NA
lifeless,negative,bing,NA
lifesaver,positive,bing,NA
light-hearted,positive,bing,NA
lighter,positive,bing,NA
likable,positive,bing,NA
like,positive,bing,NA
liked,positive,bing,NA
likes,positive,bing,NA
liking,positive,bing,NA
limit,negative,bing,NA
limitation,negative,bing,NA
limitations,negative,bing,NA
limited,negative,bing,NA
limits,negative,bing,NA
limp,negative,bing,NA
lionhearted,positive,bing,NA
listless,negative,bing,NA
litigious,negative,bing,NA
little-known,negative,bing,NA
lively,positive,bing,NA
livid,negative,bing,NA
lividly,negative,bing,NA
loath,negative,bing,NA
loathe,negative,bing,NA
loathing,negative,bing,NA
loathly,negative,bing,NA
loathsome,negative,bing,NA
loathsomely,negative,bing,NA
logical,positive,bing,NA
lone,negative,bing,NA
loneliness,negative,bing,NA
lonely,negative,bing,NA
loner,negative,bing,NA
lonesome,negative,bing,NA
long-lasting,positive,bing,NA
long-time,negative,bing,NA
long-winded,negative,bing,NA
longing,negative,bing,NA
longingly,negative,bing,NA
loophole,negative,bing,NA
loopholes,negative,bing,NA
loose,negative,bing,NA
loot,negative,bing,NA
lorn,negative,bing,NA
lose,negative,bing,NA
loser,negative,bing,NA
losers,negative,bing,NA
loses,negative,bing,NA
losing,negative,bing,NA
loss,negative,bing,NA
losses,negative,bing,NA
lost,negative,bing,NA
loud,negative,bing,NA
louder,negative,bing,NA
lousy,negative,bing,NA
lovable,positive,bing,NA
lovably,positive,bing,NA
love,positive,bing,NA
loved,positive,bing,NA
loveless,negative,bing,NA
loveliness,positive,bing,NA
lovelorn,negative,bing,NA
lovely,positive,bing,NA
lover,positive,bing,NA
loves,positive,bing,NA
loving,positive,bing,NA
low-cost,positive,bing,NA
low-price,positive,bing,NA
low-priced,positive,bing,NA
low-rated,negative,bing,NA
low-risk,positive,bing,NA
lower-priced,positive,bing,NA
lowly,negative,bing,NA
loyal,positive,bing,NA
loyalty,positive,bing,NA
lucid,positive,bing,NA
lucidly,positive,bing,NA
luck,positive,bing,NA
luckier,positive,bing,NA
luckiest,positive,bing,NA
luckiness,positive,bing,NA
lucky,positive,bing,NA
lucrative,positive,bing,NA
ludicrous,negative,bing,NA
ludicrously,negative,bing,NA
lugubrious,negative,bing,NA
lukewarm,negative,bing,NA
lull,negative,bing,NA
luminous,positive,bing,NA
lumpy,negative,bing,NA
lunatic,negative,bing,NA
lunaticism,negative,bing,NA
lurch,negative,bing,NA
lure,negative,bing,NA
lurid,negative,bing,NA
lurk,negative,bing,NA
lurking,negative,bing,NA
lush,positive,bing,NA
luster,positive,bing,NA
lustrous,positive,bing,NA
luxuriant,positive,bing,NA
luxuriate,positive,bing,NA
luxurious,positive,bing,NA
luxuriously,positive,bing,NA
luxury,positive,bing,NA
lying,negative,bing,NA
lyrical,positive,bing,NA
macabre,negative,bing,NA
mad,negative,bing,NA
madden,negative,bing,NA
maddening,negative,bing,NA
maddeningly,negative,bing,NA
madder,negative,bing,NA
madly,negative,bing,NA
madman,negative,bing,NA
madness,negative,bing,NA
magic,positive,bing,NA
magical,positive,bing,NA
magnanimous,positive,bing,NA
magnanimously,positive,bing,NA
magnificence,positive,bing,NA
magnificent,positive,bing,NA
magnificently,positive,bing,NA
majestic,positive,bing,NA
majesty,positive,bing,NA
maladjusted,negative,bing,NA
maladjustment,negative,bing,NA
malady,negative,bing,NA
malaise,negative,bing,NA
malcontent,negative,bing,NA
malcontented,negative,bing,NA
maledict,negative,bing,NA
malevolence,negative,bing,NA
malevolent,negative,bing,NA
malevolently,negative,bing,NA
malice,negative,bing,NA
malicious,negative,bing,NA
maliciously,negative,bing,NA
maliciousness,negative,bing,NA
malign,negative,bing,NA
malignant,negative,bing,NA
malodorous,negative,bing,NA
maltreatment,negative,bing,NA
manageable,positive,bing,NA
maneuverable,positive,bing,NA
mangle,negative,bing,NA
mangled,negative,bing,NA
mangles,negative,bing,NA
mangling,negative,bing,NA
mania,negative,bing,NA
maniac,negative,bing,NA
maniacal,negative,bing,NA
manic,negative,bing,NA
manipulate,negative,bing,NA
manipulation,negative,bing,NA
manipulative,negative,bing,NA
manipulators,negative,bing,NA
mar,negative,bing,NA
marginal,negative,bing,NA
marginally,negative,bing,NA
martyrdom,negative,bing,NA
martyrdom-seeking,negative,bing,NA
marvel,positive,bing,NA
marveled,positive,bing,NA
marvelled,positive,bing,NA
marvellous,positive,bing,NA
marvelous,positive,bing,NA
marvelously,positive,bing,NA
marvelousness,positive,bing,NA
marvels,positive,bing,NA
mashed,negative,bing,NA
massacre,negative,bing,NA
massacres,negative,bing,NA
master,positive,bing,NA
masterful,positive,bing,NA
masterfully,positive,bing,NA
masterpiece,positive,bing,NA
masterpieces,positive,bing,NA
masters,positive,bing,NA
mastery,positive,bing,NA
matchless,positive,bing,NA
matte,negative,bing,NA
mature,positive,bing,NA
maturely,positive,bing,NA
maturity,positive,bing,NA
mawkish,negative,bing,NA
mawkishly,negative,bing,NA
mawkishness,negative,bing,NA
meager,negative,bing,NA
meaningful,positive,bing,NA
